income_above_50k,age,type_of_work,education,years_of_education,marital_status,occupation,race,sex,hours_per_week,home_country
0,21, Private, HS-grad,9, Divorced, Machine-op-inspct, White, Male,40, United-States
0,49, Private, HS-grad,9, Never-married, Craft-repair, Black, Male,40, United-States
0,24, Private, HS-grad,9, Never-married, Other-service, Black, Male,40, United-States
1,47, Private, Bachelors,13, Divorced, Exec-managerial, White, Male,40, United-States
0,20, Federal-gov, Some-college,10, Never-married, Tech-support, White, Female,24, United-States
1,27, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, White, Female,50, United-States
0,40, Private, HS-grad,9, Separated, Other-service, White, Female,40, United-States
0,19, ?, Some-college,10, Never-married, ?, White, Female,30, United-States
0,31, Local-gov, Bachelors,13, Divorced, Prof-specialty, White, Female,40, United-States
1,43, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, White, Male,52, United-States
1,48, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, White, Male,50, United-States
1,64, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, White, Male,45, United-States
0,39, Private, HS-grad,9, Separated, Craft-repair, White, Male,40, United-States
0,50, Private, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,40, United-States
0,52, Private, Assoc-voc,11, Divorced, Other-service, White, Female,40, United-States
0,44, Private, Masters,14, Married-civ-spouse, Prof-specialty, White, Female,45, United-States
1,50, ?, HS-grad,9, Married-civ-spouse, ?, White, Male,55, United-States
1,54, Private, HS-grad,9, Married-civ-spouse, Transport-moving, White, Male,65, United-States
0,17, Self-emp-not-inc, 10th,6, Never-married, Farming-fishing, White, Male,35, United-States
0,33, Federal-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, Black, Male,40, United-States
0,28, Private, 10th,6, Never-married, Machine-op-inspct, White, Female,40, United-States
0,39, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, White, Male,60, United-States
0,33, Private, Assoc-voc,11, Never-married, Craft-repair, White, Male,40, United-States
0,59, Private, 7th-8th,4, Never-married, Other-service, White, Male,32, United-States
0,74, Private, 1st-4th,2, Widowed, Priv-house-serv, Black, Female,15, United-States
1,54, Private, Some-college,10, Married-civ-spouse, Protective-serv, White, Male,40, United-States
0,31, Private, Assoc-acdm,12, Married-civ-spouse, Machine-op-inspct, White, Male,55, United-States
0,31, Private, Some-college,10, Separated, Sales, White, Female,40, United-States
0,20, Private, Some-college,10, Never-married, Sales, Asian-Pac-Islander, Female,20, United-States
1,54, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, White, Male,40, United-States
0,42, Private, Assoc-voc,11, Married-civ-spouse, Adm-clerical, White, Male,40, United-States
0,57, Self-emp-not-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, White, Male,36, United-States
0,49, Private, HS-grad,9, Widowed, Craft-repair, Asian-Pac-Islander, Female,40, South
1,40, Private, Doctorate,16, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander, Male,40, India
0,19, ?, HS-grad,9, Never-married, ?, White, Male,30, United-States
0,38, Private, HS-grad,9, Never-married, Adm-clerical, White, Male,40, United-States
1,39, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, White, Male,42, United-States
1,43, Private, Assoc-acdm,12, Married-civ-spouse, Sales, White, Male,50, United-States
0,32, ?, Some-college,10, Divorced, ?, White, Male,40, United-States
0,57, Private, Bachelors,13, Married-civ-spouse, Sales, White, Female,40, United-States
1,38, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, White, Male,99, United-States
0,25, Private, Bachelors,13, Never-married, Other-service, White, Female,38, United-States
0,40, Private, Bachelors,13, Never-married, Prof-specialty, White, Female,45, United-States
1,34, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, White, Male,48, United-States
0,35, Self-emp-not-inc, HS-grad,9, Divorced, Farming-fishing, White, Male,50, United-States
0,53, Private, Some-college,10, Divorced, Adm-clerical, White, Female,34, United-States
0,21, Private, Some-college,10, Never-married, Machine-op-inspct, White, Male,40, United-States
0,43, Private, Bachelors,13, Married-civ-spouse, Craft-repair, White, Male,40, United-States
0,43, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,60, United-States
0,22, Private, Assoc-voc,11, Never-married, Prof-specialty, Black, Female,35, United-States
0,64, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Sales, White, Male,35, United-States
0,19, ?, 12th,8, Never-married, ?, White, Male,28, United-States
0,40, Private, Masters,14, Never-married, Prof-specialty, White, Female,40, United-States
0,34, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, White, Male,70, United-States
0,46, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, White, Female,40, United-States
0,35, Private, HS-grad,9, Never-married, Machine-op-inspct, White, Male,40, Mexico
0,32, Private, Some-college,10, Married-civ-spouse, Transport-moving, White, Male,60, United-States
0,26, Private, Some-college,10, Never-married, Craft-repair, White, Male,40, United-States
0,25, Private, HS-grad,9, Never-married, Craft-repair, White, Male,40, United-States
1,55, Private, Bachelors,13, Married-civ-spouse, Tech-support, White, Male,55, United-States
0,22, Private, Some-college,10, Never-married, Sales, White, Female,40, United-States
0,29, State-gov, Some-college,10, Divorced, Adm-clerical, White, Male,20, United-States
0,38, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, White, Male,99, United-States
0,55, Private, Some-college,10, Widowed, Other-service, White, Female,35, United-States
0,26, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, White, Male,40, United-States
0,34, Self-emp-inc, Bachelors,13, Never-married, Prof-specialty, Other, Male,60, United-States
0,25, State-gov, HS-grad,9, Never-married, Adm-clerical, White, Female,40, United-States
0,39, Private, HS-grad,9, Divorced, Prof-specialty, White, Female,40, United-States
0,18, ?, 11th,7, Never-married, ?, White, Male,25, United-States
0,58, State-gov, 9th,5, Married-civ-spouse, Farming-fishing, White, Male,40, United-States
0,34, Local-gov, Assoc-voc,11, Never-married, Craft-repair, White, Female,40, United-States
0,29, Self-emp-not-inc, Some-college,10, Never-married, Exec-managerial, Asian-Pac-Islander, Male,45, South
1,49, State-gov, Doctorate,16, Divorced, Prof-specialty, White, Male,50, United-States
0,38, Private, Bachelors,13, Never-married, Adm-clerical, White, Female,35, United-States
0,21, Private, Some-college,10, Never-married, Other-service, White, Male,35, United-States
1,28, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, White, Male,40, United-States
1,42, Private, Some-college,10, Married-civ-spouse, Exec-managerial, White, Female,40, El-Salvador
0,29, Self-emp-not-inc, Assoc-acdm,12, Never-married, Other-service, White, Male,60, United-States
0,48, Private, HS-grad,9, Divorced, Adm-clerical, White, Female,45, United-States
0,40, Private, Bachelors,13, Married-civ-spouse, Farming-fishing, White, Male,40, United-States
1,36, Private, Some-college,10, Married-civ-spouse, Craft-repair, White, Male,40, United-States
1,34, Private, Bachelors,13, Married-civ-spouse, Sales, White, Male,60, United-States
0,57, Self-emp-not-inc, 1st-4th,2, Married-civ-spouse, Sales, White, Male,35, Mexico
0,24, Private, 9th,5, Never-married, Other-service, White, Male,40, El-Salvador
0,32, Private, 9th,5, Separated, Other-service, White, Female,23, Mexico
0,18, Self-emp-not-inc, HS-grad,9, Never-married, Sales, White, Male,48, ?
0,39, Private, HS-grad,9, Married-civ-spouse, Transport-moving, White, Male,56, United-States
0,39, Private, 11th,7, Divorced, Transport-moving, White, Male,40, United-States
0,18, Private, 11th,7, Never-married, Other-service, White, Female,12, United-States
0,20, Private, Some-college,10, Never-married, Craft-repair, White, Male,40, United-States
0,27, ?, 9th,5, Never-married, ?, White, Female,40, United-States
0,54, Private, 10th,6, Married-civ-spouse, Transport-moving, White, Male,40, United-States
1,40, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Transport-moving, White, Male,75, United-States
0,27, Private, Some-college,10, Married-civ-spouse, Adm-clerical, White, Male,30, United-States
0,27, Private, HS-grad,9, Never-married, Machine-op-inspct, White, Female,40, United-States
0,43, Federal-gov, Bachelors,13, Never-married, Tech-support, White, Male,50, United-States
0,22, Private, Bachelors,13, Never-married, Exec-managerial, White, Female,40, United-States
0,17, Private, 11th,7, Never-married, Sales, White, Female,12, Poland
1,37, Self-emp-inc, Assoc-acdm,12, Married-civ-spouse, Sales, White, Male,50, United-States
0,49, Private, 10th,6, Separated, Exec-managerial, Black, Male,99, United-States
0,33, Private, Assoc-voc,11, Never-married, Other-service, Black, Male,40, United-States
0,21, State-gov, Some-college,10, Never-married, Exec-managerial, White, Male,10, United-States
0,45, Private, HS-grad,9, Divorced, Craft-repair, White, Male,40, United-States
0,33, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, White, Male,40, United-States
0,25, Private, Bachelors,13, Married-civ-spouse, Craft-repair, White, Male,60, United-States
0,71, Private, HS-grad,9, Married-civ-spouse, Sales, White, Male,36, United-States
0,23, Local-gov, Bachelors,13, Never-married, Prof-specialty, White, Female,45, United-States
1,41, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, White, Male,80, United-States
0,21, ?, 10th,6, Never-married, ?, White, Female,30, United-States
0,47, Private, HS-grad,9, Married-spouse-absent, Sales, White, Female,20, Cuba
0,30, Private, Bachelors,13, Never-married, Sales, White, Male,65, United-States
0,40, Private, Some-college,10, Married-civ-spouse, Adm-clerical, White, Female,40, Dominican-Republic
0,44, Private, Some-college,10, Divorced, Sales, White, Female,48, United-States
1,50, Private, Masters,14, Married-civ-spouse, Prof-specialty, White, Male,40, United-States
0,31, State-gov, HS-grad,9, Married-civ-spouse, Farming-fishing, White, Male,40, United-States
0,68, Private, HS-grad,9, Married-civ-spouse, Protective-serv, White, Male,24, United-States
0,45, Private, 12th,8, Married-civ-spouse, Adm-clerical, White, Male,50, United-States
0,38, Private, Bachelors,13, Never-married, Prof-specialty, White, Male,40, United-States
0,78, Self-emp-inc, 11th,7, Married-civ-spouse, Exec-managerial, White, Male,10, United-States
0,31, Self-emp-inc, Assoc-voc,11, Married-civ-spouse, Farming-fishing, White, Male,55, United-States
0,39, Private, HS-grad,9, Divorced, Adm-clerical, White, Male,40, United-States
1,36, Self-emp-not-inc, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, White, Male,45, United-States
0,46, Local-gov, Masters,14, Divorced, Prof-specialty, White, Female,50, Canada
1,30, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander, Male,50, United-States
0,34, Private, Some-college,10, Never-married, Sales, White, Male,35, United-States
0,30, Federal-gov, HS-grad,9, Separated, Adm-clerical, Black, Male,35, United-States
1,47, Private, Bachelors,13, Married-civ-spouse, Sales, Black, Male,40, United-States
1,40, Private, Some-college,10, Married-civ-spouse, Adm-clerical, White, Female,17, United-States
0,62, ?, HS-grad,9, Married-civ-spouse, ?, White, Male,40, United-States
0,44, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Sales, Black, Male,70, Jamaica
0,40, Private, HS-grad,9, Divorced, Craft-repair, White, Female,40, Vietnam
0,20, Private, Some-college,10, Never-married, Transport-moving, White, Male,40, United-States
1,45, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, White, Male,40, United-States
1,55, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, White, Male,42, United-States
0,51, Private, HS-grad,9, Never-married, Machine-op-inspct, White, Female,40, United-States
0,38, Private, Some-college,10, Married-civ-spouse, Handlers-cleaners, White, Male,40, United-States
1,49, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, White, Male,40, United-States
1,49, State-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, White, Male,40, United-States
0,30, Local-gov, HS-grad,9, Separated, Other-service, White, Female,26, United-States
0,20, Private, Some-college,10, Never-married, Exec-managerial, White, Male,40, United-States
0,34, Private, 9th,5, Separated, Farming-fishing, Black, Male,40, United-States
0,42, Local-gov, HS-grad,9, Widowed, Transport-moving, White, Female,40, United-States
1,46, Private, Masters,14, Married-civ-spouse, Sales, White, Male,65, United-States
1,43, Private, Bachelors,13, Never-married, Prof-specialty, White, Female,40, United-States
0,62, Private, HS-grad,9, Never-married, Adm-clerical, White, Female,38, United-States
0,21, Private, Some-college,10, Never-married, Machine-op-inspct, White, Female,70, United-States
0,58, Local-gov, 1st-4th,2, Widowed, Handlers-cleaners, Black, Male,40, United-States
0,30, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, White, Female,40, United-States
0,37, Private, HS-grad,9, Separated, Craft-repair, White, Male,70, Philippines
0,22, State-gov, Bachelors,13, Never-married, Tech-support, White, Female,40, United-States
0,64, State-gov, 9th,5, Never-married, Adm-clerical, White, Female,38, United-States
1,42, Private, HS-grad,9, Married-civ-spouse, Transport-moving, White, Male,50, United-States
0,43, State-gov, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,40, United-States
0,34, Private, Some-college,10, Divorced, Adm-clerical, White, Female,40, United-States
0,25, Private, HS-grad,9, Never-married, Other-service, White, Female,6, United-States
0,21, Private, Some-college,10, Never-married, Adm-clerical, White, Male,40, United-States
1,45, Federal-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, White, Male,40, United-States
1,55, Self-emp-not-inc, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, White, Male,55, United-States
0,24, Private, HS-grad,9, Never-married, Craft-repair, White, Male,50, United-States
0,70, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Exec-managerial, White, Male,35, United-States
0,27, Local-gov, Bachelors,13, Never-married, Prof-specialty, White, Male,35, United-States
0,34, Private, Some-college,10, Married-civ-spouse, Craft-repair, White, Male,40, United-States
0,57, Private, Bachelors,13, Married-civ-spouse, Transport-moving, White, Male,40, United-States
0,37, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, White, Male,40, United-States
1,52, Private, 1st-4th,2, Married-civ-spouse, Exec-managerial, White, Male,50, United-States
0,32, Private, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,48, United-States
0,42, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, White, Male,40, United-States
0,24, Private, Bachelors,13, Never-married, Machine-op-inspct, Black, Female,40, United-States
0,50, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Black, Male,40, United-States
0,36, Private, Assoc-acdm,12, Married-civ-spouse, Craft-repair, White, Male,50, United-States
0,42, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States
0,40, Private, HS-grad,9, Never-married, Adm-clerical, White, Female,38, United-States
0,39, Federal-gov, Bachelors,13, Never-married, Adm-clerical, White, Male,45, United-States
1,51, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, White, Male,60, ?
0,38, State-gov, Bachelors,13, Married-civ-spouse, Protective-serv, Black, Male,52, United-States
0,18, Private, HS-grad,9, Never-married, Other-service, White, Male,40, United-States
0,63, Self-emp-not-inc, 5th-6th,3, Never-married, Sales, White, Female,3, United-States
1,50, Private, Masters,14, Married-civ-spouse, Sales, White, Male,40, United-States
0,82, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,40, Cuba
0,33, Private, HS-grad,9, Divorced, Handlers-cleaners, White, Male,45, United-States
0,37, Private, Some-college,10, Married-civ-spouse, Transport-moving, Asian-Pac-Islander, Male,40, United-States
0,24, Private, HS-grad,9, Married-spouse-absent, Transport-moving, White, Male,40, Peru
0,31, Private, Bachelors,13, Never-married, Exec-managerial, White, Female,50, United-States
0,59, Private, HS-grad,9, Divorced, Machine-op-inspct, White, Female,40, United-States
0,18, Private, 12th,8, Never-married, Farming-fishing, White, Male,55, United-States
0,47, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Sales, White, Male,40, United-States
0,48, Private, 11th,7, Married-civ-spouse, Farming-fishing, White, Male,50, United-States
0,27, Private, Bachelors,13, Never-married, Prof-specialty, Other, Female,33, United-States
0,34, Private, 11th,7, Never-married, Other-service, Asian-Pac-Islander, Male,40, Philippines
0,50, Private, Assoc-voc,11, Married-civ-spouse, Protective-serv, White, Male,84, United-States
0,57, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Farming-fishing, White, Male,75, United-States
0,60, Private, HS-grad,9, Married-civ-spouse, Protective-serv, White, Male,40, United-States
1,39, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, White, Male,40, United-States
1,56, ?, Some-college,10, Divorced, ?, White, Female,50, United-States
0,18, Private, HS-grad,9, Never-married, Sales, White, Female,25, United-States
0,26, Private, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, White, Female,75, United-States
1,37, Private, Some-college,10, Married-civ-spouse, Sales, White, Female,40, United-States
0,20, Private, HS-grad,9, Never-married, Sales, White, Female,30, United-States
0,29, Local-gov, Masters,14, Never-married, Prof-specialty, White, Male,45, United-States
0,30, Private, HS-grad,9, Divorced, Transport-moving, White, Male,52, United-States
0,21, Private, Some-college,10, Never-married, Other-service, White, Male,15, United-States
0,24, Local-gov, Some-college,10, Never-married, Protective-serv, White, Female,40, United-States
0,51, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States
0,31, Private, HS-grad,9, Divorced, Adm-clerical, White, Female,40, United-States
1,45, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, White, Male,40, United-States
0,36, Local-gov, Some-college,10, Married-civ-spouse, Craft-repair, White, Male,40, United-States
0,29, Private, Bachelors,13, Never-married, Prof-specialty, White, Female,72, United-States
0,20, Private, HS-grad,9, Never-married, Sales, White, Female,35, United-States
0,46, Private, Some-college,10, Widowed, Adm-clerical, White, Female,60, United-States
0,44, Private, HS-grad,9, Married-civ-spouse, Transport-moving, White, Male,45, United-States
0,39, Private, HS-grad,9, Divorced, Exec-managerial, White, Female,38, United-States
0,39, Private, Bachelors,13, Divorced, Exec-managerial, White, Male,55, United-States
1,45, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, White, Male,44, United-States
0,28, Private, Some-college,10, Married-civ-spouse, Exec-managerial, White, Male,55, United-States
0,44, Private, Some-college,10, Married-civ-spouse, Adm-clerical, White, Female,35, United-States
1,48, Local-gov, HS-grad,9, Married-civ-spouse, Exec-managerial, Black, Male,38, United-States
0,27, Private, HS-grad,9, Never-married, Adm-clerical, White, Female,70, United-States
0,34, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, White, Male,40, United-States
0,35, Private, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,40, United-States
0,28, Federal-gov, HS-grad,9, Never-married, Craft-repair, White, Male,40, United-States
0,25, Private, Prof-school,15, Never-married, Prof-specialty, White, Female,30, United-States
0,21, Private, Some-college,10, Never-married, Sales, Black, Female,20, United-States
0,18, Private, 11th,7, Never-married, Other-service, White, Male,15, United-States
0,63, Self-emp-not-inc, 7th-8th,4, Widowed, Farming-fishing, White, Female,10, United-States
0,18, Private, 11th,7, Never-married, Sales, Black, Female,8, United-States
0,32, Private, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,40, United-States
0,25, ?, 11th,7, Never-married, ?, White, Female,40, United-States
0,19, Private, 11th,7, Never-married, Transport-moving, White, Male,20, United-States
0,23, Private, Some-college,10, Never-married, Transport-moving, White, Male,60, United-States
0,38, Private, Masters,14, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander, Male,40, ?
1,36, Private, Masters,14, Married-civ-spouse, Prof-specialty, White, Male,60, United-States
0,43, Private, HS-grad,9, Divorced, Other-service, Black, Female,35, United-States
1,45, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, White, Male,40, England
0,30, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Other, Male,40, Mexico
0,46, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Black, Male,40, United-States
0,24, Federal-gov, Some-college,10, Divorced, Adm-clerical, Black, Female,25, United-States
1,42, Private, Some-college,10, Never-married, Exec-managerial, White, Female,40, United-States
0,23, Private, Some-college,10, Never-married, Sales, White, Female,40, United-States
0,27, Private, HS-grad,9, Never-married, Adm-clerical, White, Male,50, United-States
0,48, Private, Some-college,10, Never-married, Handlers-cleaners, White, Male,40, United-States
0,31, Self-emp-inc, HS-grad,9, Never-married, Craft-repair, White, Male,44, United-States
0,31, Private, 1st-4th,2, Never-married, Other-service, White, Female,25, El-Salvador
0,18, Private, 12th,8, Never-married, Sales, White, Female,25, United-States
0,36, Private, HS-grad,9, Never-married, Sales, White, Female,40, United-States
1,58, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, White, Male,50, United-States
0,51, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, White, Male,40, United-States
0,22, Private, HS-grad,9, Never-married, Adm-clerical, White, Female,40, United-States
0,72, Private, 10th,6, Married-civ-spouse, Sales, White, Male,15, United-States
0,61, Private, 10th,6, Married-civ-spouse, Farming-fishing, White, Male,55, United-States
0,42, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States
0,37, Federal-gov, HS-grad,9, Divorced, Prof-specialty, Asian-Pac-Islander, Female,40, ?
1,30, Self-emp-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, White, Male,50, United-States
0,40, Private, Assoc-acdm,12, Divorced, Exec-managerial, White, Female,40, United-States
0,20, Private, HS-grad,9, Never-married, Adm-clerical, White, Male,40, United-States
0,65, Private, Bachelors,13, Married-civ-spouse, Sales, White, Male,15, United-States
0,36, Private, Some-college,10, Divorced, Sales, White, Female,40, United-States
0,37, Private, HS-grad,9, Never-married, Machine-op-inspct, White, Male,40, United-States
0,33, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Sales, White, Male,60, United-States
0,64, Local-gov, HS-grad,9, Widowed, Other-service, White, Female,40, United-States
1,61, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Farming-fishing, White, Male,20, United-States
0,38, Private, Bachelors,13, Never-married, Sales, White, Female,45, United-States
1,27, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, White, Male,50, United-States
0,24, Private, Bachelors,13, Never-married, Prof-specialty, Asian-Pac-Islander, Female,40, Philippines
1,39, Private, Bachelors,13, Never-married, Prof-specialty, White, Male,40, United-States
1,44, Private, Bachelors,13, Married-civ-spouse, Sales, White, Male,40, United-States
0,47, Private, Some-college,10, Divorced, Adm-clerical, White, Female,40, United-States
0,73, ?, Prof-school,15, Married-civ-spouse, ?, White, Male,40, United-States
0,66, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander, Male,40, Philippines
1,53, Private, Some-college,10, Married-civ-spouse, Adm-clerical, White, Male,50, United-States
1,43, State-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, White, Male,55, United-States
1,57, State-gov, Doctorate,16, Married-civ-spouse, Prof-specialty, White, Male,40, United-States
0,44, Private, Assoc-acdm,12, Divorced, Machine-op-inspct, White, Female,45, United-States
0,59, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, White, Male,50, United-States
0,52, Self-emp-not-inc, HS-grad,9, Widowed, Other-service, Black, Female,40, United-States
0,46, Private, Some-college,10, Never-married, Craft-repair, White, Male,40, United-States
0,20, Private, Some-college,10, Never-married, Other-service, White, Female,40, United-States
1,37, Federal-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, White, Male,40, United-States
0,41, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Exec-managerial, White, Male,50, United-States
0,39, Federal-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, Black, Male,40, United-States
0,30, Private, HS-grad,9, Married-civ-spouse, Sales, White, Male,55, United-States
0,59, Private, Some-college,10, Divorced, Machine-op-inspct, White, Male,56, United-States
0,22, Private, Bachelors,13, Never-married, Adm-clerical, White, Female,40, United-States
0,40, Private, HS-grad,9, Divorced, Adm-clerical, White, Female,30, United-States
0,39, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Prof-specialty, White, Male,50, United-States
0,24, Private, 10th,6, Divorced, Handlers-cleaners, White, Female,58, United-States
1,63, Private, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,40, United-States
0,51, Private, Assoc-acdm,12, Divorced, Prof-specialty, White, Female,40, United-States
0,34, Self-emp-inc, Bachelors,13, Never-married, Exec-managerial, White, Male,50, United-States
1,38, Private, Assoc-voc,11, Married-civ-spouse, Exec-managerial, White, Male,50, United-States
0,17, Private, 11th,7, Never-married, Sales, White, Female,15, United-States
0,20, Private, Some-college,10, Never-married, Adm-clerical, White, Female,25, United-States
0,42, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,40, United-States
1,41, Private, Bachelors,13, Married-civ-spouse, Sales, White, Female,12, United-States
0,56, Local-gov, HS-grad,9, Married-civ-spouse, Exec-managerial, White, Male,40, United-States
0,17, Private, 10th,6, Never-married, Sales, White, Male,5, United-States
1,31, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, White, Female,43, United-States
0,23, Private, Some-college,10, Married-civ-spouse, Sales, White, Female,40, United-States
0,33, ?, Some-college,10, Never-married, ?, White, Male,40, United-States
0,36, Local-gov, Bachelors,13, Separated, Prof-specialty, White, Male,40, United-States
0,37, Private, 5th-6th,3, Married-civ-spouse, Other-service, Asian-Pac-Islander, Male,40, ?
0,52, Private, HS-grad,9, Separated, Craft-repair, Black, Female,40, United-States
0,28, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, White, Male,50, United-States
0,59, Private, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,40, ?
0,30, Private, 10th,6, Never-married, Machine-op-inspct, Asian-Pac-Islander, Male,40, Vietnam
0,32, Private, Assoc-voc,11, Never-married, Craft-repair, White, Male,40, United-States
0,30, Private, 7th-8th,4, Never-married, Craft-repair, White, Male,50, United-States
0,53, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Black, Male,40, United-States
0,54, Self-emp-not-inc, 10th,6, Married-civ-spouse, Craft-repair, White, Male,36, United-States
0,26, Private, Bachelors,13, Never-married, Exec-managerial, Black, Male,50, ?
0,34, Private, Bachelors,13, Married-spouse-absent, Machine-op-inspct, Asian-Pac-Islander, Male,40, ?
0,31, Private, Assoc-voc,11, Divorced, Sales, Amer-Indian-Eskimo, Female,40, United-States
0,34, Private, HS-grad,9, Never-married, Adm-clerical, White, Male,40, United-States
1,58, Private, HS-grad,9, Divorced, Tech-support, White, Male,39, United-States
0,30, State-gov, HS-grad,9, Married-civ-spouse, Protective-serv, White, Male,40, United-States
0,53, Private, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,40, Puerto-Rico
0,27, Private, Some-college,10, Divorced, Adm-clerical, White, Female,20, United-States
0,23, Private, 5th-6th,3, Married-civ-spouse, Handlers-cleaners, White, Male,40, Mexico
0,24, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, White, Male,45, United-States
1,36, Private, Bachelors,13, Married-civ-spouse, Sales, White, Male,35, United-States
0,33, Federal-gov, HS-grad,9, Divorced, Adm-clerical, Black, Female,35, United-States
0,22, State-gov, Some-college,10, Never-married, Tech-support, White, Female,10, United-States
0,47, Private, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,44, United-States
1,34, Private, Assoc-acdm,12, Married-civ-spouse, Sales, Black, Male,50, United-States
1,44, Federal-gov, Prof-school,15, Divorced, Prof-specialty, White, Male,40, United-States
0,41, Private, Assoc-voc,11, Never-married, Prof-specialty, White, Female,45, United-States
0,45, ?, HS-grad,9, Separated, ?, Asian-Pac-Islander, Male,4, United-States
0,24, Private, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,44, Mexico
0,65, ?, Bachelors,13, Married-civ-spouse, ?, White, Male,40, United-States
0,45, Private, Bachelors,13, Divorced, Prof-specialty, White, Female,50, United-States
0,23, Private, Bachelors,13, Never-married, Sales, White, Male,55, United-States
0,54, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States
0,40, Private, 11th,7, Never-married, Machine-op-inspct, White, Female,37, Dominican-Republic
